"i","User ID","Ensembl Gene ID","Symbol","Gene Type","Species","Chr","Position (Mbp)"
280,"ENSG00000278196","ENSG00000278196","IGLV2-8","IG_V_gene","Human","22",22.822658
281,"ENSG00000211672","ENSG00000211672","IGLV4-3","IG_V_gene","Human","22",22.871507
282,"ENSG00000211673","ENSG00000211673","IGLV3-1","IG_V_gene","Human","22",22.880706
283,"ENSG00000281145","ENSG00000281145","IGLV5-45","IG_V_gene","Human","CHR_HSCHR22_1_CTG3",22.375985
284,"ENSG00000274854","ENSG00000274854","IGLV1-44","IG_V_gene","Human","CHR_HSCHR22_1_CTG3",22.380766
285,"ENSG00000278293","ENSG00000278293","IGLV7-43","IG_V_gene","Human","CHR_HSCHR22_1_CTG3",22.395019
286,"ENSG00000281536","ENSG00000281536","","IG_V_gene","Human","CHR_HSCHR22_1_CTG3",22.402588
287,"ENSG00000274575","ENSG00000274575","IGLV1-40","IG_V_gene","Human","CHR_HSCHR22_1_CTG3",22.418863
288,"ENSG00000281471","ENSG00000281471","IGLV5-37","IG_V_gene","Human","CHR_HSCHR22_1_CTG3",22.436625
289,"ENSG00000273737","ENSG00000273737","IGLV1-36","IG_V_gene","Human","CHR_HSCHR22_1_CTG3",22.441045
290,"ENSG00000281345","ENSG00000281345","IGLV2-33","IG_V_gene","Human","CHR_HSCHR22_1_CTG3",22.59726
291,"ENSG00000280866","ENSG00000280866","IGLV3-32","IG_V_gene","Human","CHR_HSCHR22_1_CTG3",22.603633
292,"ENSG00000282172","ENSG00000282172","IGKV5-2","IG_V_gene","Human","CHR_HG2290_PATCH",88.897232
293,"ENSG00000282801","ENSG00000282801","IGKV1-5","IG_V_gene","Human","CHR_HG2290_PATCH",88.947301
294,"ENSG00000282163","ENSG00000282163","IGKV1-6","IG_V_gene","Human","CHR_HG2290_PATCH",88.966262
295,"ENSG00000282310","ENSG00000282310","IGKV3-7","IG_V_gene","Human","CHR_HG2290_PATCH",88.978468
296,"ENSG00000283113","ENSG00000283113","IGKV1-8","IG_V_gene","Human","CHR_HG2290_PATCH",88.992409
297,"ENSG00000282758","ENSG00000282758","IGKV1-9","IG_V_gene","Human","CHR_HG2290_PATCH",89.009982
298,"ENSG00000282823","ENSG00000282823","IGKV3-11","IG_V_gene","Human","CHR_HG2290_PATCH",89.027171
299,"ENSG00000282694","ENSG00000282694","IGKV1-12","IG_V_gene","Human","CHR_HG2290_PATCH",89.040224
300,"ENSG00000282447","ENSG00000282447","IGKV3-15","IG_V_gene","Human","CHR_HG2290_PATCH",89.085177
301,"ENSG00000282282","ENSG00000282282","IGKV1-16","IG_V_gene","Human","CHR_HG2290_PATCH",89.099859
302,"ENSG00000281978","ENSG00000281978","IGKV1-17","IG_V_gene","Human","CHR_HG2290_PATCH",89.117342
303,"ENSG00000282402","ENSG00000282402","IGKV3-20","IG_V_gene","Human","CHR_HG2290_PATCH",89.142574
304,"ENSG00000282210","ENSG00000282210","IGKV6-21","IG_V_gene","Human","CHR_HG2290_PATCH",89.159751
305,"ENSG00000282671","ENSG00000282671","IGKV2-24","IG_V_gene","Human","CHR_HG2290_PATCH",89.176328
306,"ENSG00000282666","ENSG00000282666","IGKV1-27","IG_V_gene","Human","CHR_HG2290_PATCH",89.213423
307,"ENSG00000282025","ENSG00000282025","IGKV2-28","IG_V_gene","Human","CHR_HG2290_PATCH",89.221698
308,"ENSG00000281933","ENSG00000281933","IGKV2-30","IG_V_gene","Human","CHR_HG2290_PATCH",89.244781
309,"ENSG00000282811","ENSG00000282811","IGKV1-33","IG_V_gene","Human","CHR_HG2290_PATCH",89.266494
310,"ENSG00000282394","ENSG00000282394","IGKV1-37","IG_V_gene","Human","CHR_HG2290_PATCH",89.297264
311,"ENSG00000282120","ENSG00000282120","IGKV1-39","IG_V_gene","Human","CHR_HG2290_PATCH",89.319625
312,"ENSG00000282182","ENSG00000282182","IGKV2-40","IG_V_gene","Human","CHR_HG2290_PATCH",89.33011
313,"ENSG00000281078","ENSG00000281078","IGKV1D-8","IG_V_gene","Human","CHR_HSCHR2_2_CTG7",90.220727
314,"ENSG00000281759","ENSG00000281759","","IG_V_gene","Human","CHR_HSCHR2_2_CTG7",90.245744
315,"ENSG00000275777","ENSG00000275777","IGKV3D-7","IG_V_gene","Human","CHR_HSCHR2_2_CTG7",90.259509
316,"ENSG00000282745","ENSG00000282745","IGHV6-1","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",105.940525
317,"ENSG00000282550","ENSG00000282550","IGHV1-2","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",105.987353
318,"ENSG00000282213","ENSG00000282213","IGHV1-3","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.005866
319,"ENSG00000282223","ENSG00000282223","IGHV4-4","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.012693
320,"ENSG00000282678","ENSG00000282678","","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.025916
321,"ENSG00000277318","ENSG00000277318","IGHV2-5","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.038673
322,"ENSG00000282211","ENSG00000282211","IGHV3-7","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.06292
323,"ENSG00000282644","ENSG00000282644","","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.088893
324,"ENSG00000282401","ENSG00000282401","","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.108743
325,"ENSG00000282322","ENSG00000282322","IGHV3-11","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.117406
326,"ENSG00000282286","ENSG00000282286","IGHV3-13","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.130311
327,"ENSG00000282290","ENSG00000282290","IGHV3-15","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.154393
328,"ENSG00000282653","ENSG00000282653","IGHV3-16","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.165976
329,"ENSG00000282716","ENSG00000282716","IGHV1-18","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.18567
330,"ENSG00000282476","ENSG00000282476","IGHV3-20","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.211707
331,"ENSG00000282281","ENSG00000282281","IGHV3-21","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.235833
332,"ENSG00000281962","ENSG00000281962","IGHV3-23","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.269377
333,"ENSG00000282284","ENSG00000282284","IGHV1-24","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.277317
334,"ENSG00000282344","ENSG00000282344","IGHV2-26","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.302166
335,"ENSG00000282726","ENSG00000282726","IGHV4-28","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.325025
336,"ENSG00000282777","ENSG00000282777","IGHV3-30","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.335853
337,"ENSG00000282404","ENSG00000282404","","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.350054
338,"ENSG00000282642","ENSG00000282642","IGHV3-33","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.359784
339,"ENSG00000278082","ENSG00000278082","","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.37399
340,"ENSG00000282150","ENSG00000282150","","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.384472
341,"ENSG00000276491","ENSG00000276491","IGHV4-34","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.398342
342,"ENSG00000282104","ENSG00000282104","IGHV3-35","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.414071
343,"ENSG00000282425","ENSG00000282425","IGHV3-38","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.435173
344,"ENSG00000282579","ENSG00000282579","IGHV4-39","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.44639
345,"ENSG00000282151","ENSG00000282151","IGHV3-43","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.494944
346,"ENSG00000282776","ENSG00000282776","IGHV1-45","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.531677
347,"ENSG00000282131","ENSG00000282131","IGHV1-46","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.535796
348,"ENSG00000282627","ENSG00000282627","IGHV3-48","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.562491
349,"ENSG00000275316","ENSG00000275316","IGHV3-49","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.581617
350,"ENSG00000277574","ENSG00000277574","IGHV5-51","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.603423
351,"ENSG00000282593","ENSG00000282593","IGHV3-53","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.617357
352,"ENSG00000282337","ENSG00000282337","IGHV1-58","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.647038
353,"ENSG00000282691","ENSG00000282691","IGHV4-59","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.65193
354,"ENSG00000282451","ENSG00000282451","IGHV4-61","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.6638
355,"ENSG00000274236","ENSG00000274236","IGHV3-64","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.682404
356,"ENSG00000282045","ENSG00000282045","IGHV3-66","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.699696
357,"ENSG00000282350","ENSG00000282350","IGHV1-69","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.739363
358,"ENSG00000282482","ENSG00000282482","IGHV2-70D","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.748255
359,"ENSG00000275148","ENSG00000275148","IGHV1-69-2","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.761791
360,"ENSG00000282822","ENSG00000282822","","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.774973
361,"ENSG00000282399","ENSG00000282399","IGHV1-69D","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.786363
362,"ENSG00000282453","ENSG00000282453","IGHV2-70","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.794747
363,"ENSG00000278042","ENSG00000278042","IGHV3-72","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.814867
364,"ENSG00000273539","ENSG00000273539","IGHV3-73","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.826868
365,"ENSG00000282305","ENSG00000282305","IGHV3-74","IG_V_gene","Human","CHR_HSCHR14_3_CTG1",106.834616
366,"ENSG00000276674","ENSG00000276674","IGKV1OR1-1","IG_V_pseudogene","Human","1",144.085628
367,"ENSG00000197794","ENSG00000197794","IGKV7-3","IG_V_pseudogene","Human","2",88.915081
368,"ENSG00000253435","ENSG00000253435","IGKV2-4","IG_V_pseudogene","Human","2",88.931666
369,"ENSG00000253278","ENSG00000253278","IGKV2-10","IG_V_pseudogene","Human","2",89.019992
370,"ENSG00000253497","ENSG00000253497","IGKV1-13","IG_V_pseudogene","Human","2",89.045995
371,"ENSG00000253265","ENSG00000253265","IGKV2-14","IG_V_pseudogene","Human","2",89.07801
372,"ENSG00000254157","ENSG00000254157","IGKV2-18","IG_V_pseudogene","Human","2",89.128724
373,"ENSG00000253732","ENSG00000253732","IGKV2-19","IG_V_pseudogene","Human","2",89.134975
374,"ENSG00000253578","ENSG00000253578","IGKV1-22","IG_V_pseudogene","Human","2",89.170775
375,"ENSG00000253625","ENSG00000253625","IGKV2-23","IG_V_pseudogene","Human","2",89.172022
376,"ENSG00000253202","ENSG00000253202","IGKV3-25","IG_V_pseudogene","Human","2",89.1925
377,"ENSG00000254098","ENSG00000254098","IGKV2-26","IG_V_pseudogene","Human","2",89.196096
378,"ENSG00000253998","ENSG00000253998","IGKV2-29","IG_V_pseudogene","Human","2",89.234174
379,"ENSG00000253158","ENSG00000253158","IGKV3-31","IG_V_pseudogene","Human","2",89.252211
380,"ENSG00000253870","ENSG00000253870","IGKV1-32","IG_V_pseudogene","Human","2",89.253571
381,"ENSG00000253860","ENSG00000253860","IGKV3-34","IG_V_pseudogene","Human","2",89.275298
382,"ENSG00000253461","ENSG00000253461","IGKV1-35","IG_V_pseudogene","Human","2",89.286689
383,"ENSG00000253487","ENSG00000253487","IGKV2-36","IG_V_pseudogene","Human","2",89.295233
384,"ENSG00000253592","ENSG00000253592","IGKV2-38","IG_V_pseudogene","Human","2",89.309898
385,"ENSG00000254009","ENSG00000254009","IGKV2D-38","IG_V_pseudogene","Human","2",89.872463
386,"ENSG00000253127","ENSG00000253127","IGKV2D-36","IG_V_pseudogene","Human","2",89.887022
387,"ENSG00000232747","ENSG00000232747","IGKV1D-35","IG_V_pseudogene","Human","2",89.895502
388,"ENSG00000253501","ENSG00000253501","IGKV3D-34","IG_V_pseudogene","Human","2",89.906757
389,"ENSG00000253191","ENSG00000253191","IGKV1D-32","IG_V_pseudogene","Human","2",89.928422
390,"ENSG00000253999","ENSG00000253999","IGKV3D-31","IG_V_pseudogene","Human","2",89.929701
391,"ENSG00000224607","ENSG00000224607","IGKV1D-27","IG_V_pseudogene","Human","2",89.968867
392,"ENSG00000254097","ENSG00000254097","IGKV3D-25","IG_V_pseudogene","Human","2",89.989987
393,"ENSG00000254345","ENSG00000254345","IGKV2D-23","IG_V_pseudogene","Human","2",90.009402
394,"ENSG00000253365","ENSG00000253365","IGKV1D-22","IG_V_pseudogene","Human","2",90.010741
395,"ENSG00000253765","ENSG00000253765","IGKV2D-19","IG_V_pseudogene","Human","2",90.046796
396,"ENSG00000254220","ENSG00000254220","IGKV2D-18","IG_V_pseudogene","Human","2",90.052581
397,"ENSG00000254292","ENSG00000254292","IGKV2D-14","IG_V_pseudogene","Human","2",90.121786
398,"ENSG00000253906","ENSG00000253906","IGKV2D-10","IG_V_pseudogene","Human","2",90.179889
399,"ENSG00000270999","ENSG00000270999","IGKV1OR2-118","IG_V_pseudogene","Human","2",90.315366
400,"ENSG00000235235","ENSG00000235235","IGKV1OR2-1","IG_V_pseudogene","Human","2",91.817771
401,"ENSG00000270748","ENSG00000270748","IGKV2OR2-1","IG_V_pseudogene","Human","2",97.046588
402,"ENSG00000271402","ENSG00000271402","IGKV2OR2-2","IG_V_pseudogene","Human","2",97.050729
403,"ENSG00000204670","ENSG00000204670","IGKV1OR2-3","IG_V_pseudogene","Human","2",97.060128
404,"ENSG00000271351","ENSG00000271351","IGKV1OR2-9","IG_V_pseudogene","Human","2",97.322137
405,"ENSG00000276050","ENSG00000276050","IGKV2OR2-10","IG_V_pseudogene","Human","2",97.331533
406,"ENSG00000271015","ENSG00000271015","IGKV2OR2-7D","IG_V_pseudogene","Human","2",97.335671
407,"ENSG00000270252","ENSG00000270252","IGKV3OR2-5","IG_V_pseudogene","Human","2",97.348899
408,"ENSG00000271569","ENSG00000271569","IGKV1OR2-6","IG_V_pseudogene","Human","2",97.355059
409,"ENSG00000270450","ENSG00000270450","IGKV2OR2-7","IG_V_pseudogene","Human","2",97.372532
410,"ENSG00000278537","ENSG00000278537","IGKV2OR2-8","IG_V_pseudogene","Human","2",97.376674
411,"ENSG00000270187","ENSG00000270187","IGKV1OR2-11","IG_V_pseudogene","Human","2",97.386082
412,"ENSG00000215177","ENSG00000215177","IGLV8OR8-1","IG_V_pseudogene","Human","8",47.202444
413,"ENSG00000225380","ENSG00000225380","IGKV1OR9-2","IG_V_pseudogene","Human","9",40.641841
414,"ENSG00000156755","ENSG00000156755","IGKV1OR-2","IG_V_pseudogene","Human","9",64.765054
415,"ENSG00000204780","ENSG00000204780","IGKV1OR9-1","IG_V_pseudogene","Human","9",65.250543
416,"ENSG00000204776","ENSG00000204776","IGKV1OR-3","IG_V_pseudogene","Human","9",65.770955
417,"ENSG00000237592","ENSG00000237592","IGKV1OR10-1","IG_V_pseudogene","Human","10",42.185339
418,"ENSG00000254279","ENSG00000254279","IGHVII-1-1","IG_V_pseudogene","Human","14",105.94521
419,"ENSG00000253780","ENSG00000253780","IGHVIII-2-1","IG_V_pseudogene","Human","14",106.001534
420,"ENSG00000253387","ENSG00000253387","IGHVIII-5-1","IG_V_pseudogene","Human","14",106.039666
421,"ENSG00000254053","ENSG00000254053","IGHVIII-5-2","IG_V_pseudogene","Human","14",106.0456
422,"ENSG00000253763","ENSG00000253763","IGHV3-6","IG_V_pseudogene","Human","14",106.055549
423,"ENSG00000254215","ENSG00000254215","IGHVIII-11-1","IG_V_pseudogene","Human","14",106.120207
424,"ENSG00000254174","ENSG00000254174","IGHV1-12","IG_V_pseudogene","Human","14",106.12242
425,"ENSG00000253412","ENSG00000253412","IGHVIII-13-1","IG_V_pseudogene","Human","14",106.142287
426,"ENSG00000253709","ENSG00000253709","IGHV1-14","IG_V_pseudogene","Human","14",106.145891
427,"ENSG00000253458","ENSG00000253458","IGHVII-15-1","IG_V_pseudogene","Human","14",106.163583
428,"ENSG00000254046","ENSG00000254046","IGHV1-17","IG_V_pseudogene","Human","14",106.174342
429,"ENSG00000253883","ENSG00000253883","IGHV3-19","IG_V_pseudogene","Human","14",106.1967
430,"ENSG00000253957","ENSG00000253957","IGHV3-22","IG_V_pseudogene","Human","14",106.257762
431,"ENSG00000253345","ENSG00000253345","IGHVII-22-1","IG_V_pseudogene","Human","14",106.263362
432,"ENSG00000254045","ENSG00000254045","IGHVIII-22-2","IG_V_pseudogene","Human","14",106.264688
433,"ENSG00000253441","ENSG00000253441","IGHV3-25","IG_V_pseudogene","Human","14",106.289029
434,"ENSG00000253367","ENSG00000253367","IGHVIII-25-1","IG_V_pseudogene","Human","14",106.293568
435,"ENSG00000253462","ENSG00000253462","IGHVIII-26-1","IG_V_pseudogene","Human","14",106.309417
436,"ENSG00000253482","ENSG00000253482","IGHVII-26-2","IG_V_pseudogene","Human","14",106.314651
437,"ENSG00000254326","ENSG00000254326","IGHV7-27","IG_V_pseudogene","Human","14",106.317823
438,"ENSG00000253149","ENSG00000253149","IGHVII-28-1","IG_V_pseudogene","Human","14",106.329432
439,"ENSG00000254289","ENSG00000254289","IGHV3-32","IG_V_pseudogene","Human","14",106.331106
440,"ENSG00000253491","ENSG00000253491","IGHVII-30-1","IG_V_pseudogene","Human","14",106.34268
441,"ENSG00000253587","ENSG00000253587","IGHV3-30-2","IG_V_pseudogene","Human","14",106.344385
442,"ENSG00000270474","ENSG00000270474","IGHV3-29","IG_V_pseudogene","Human","14",106.356145
443,"ENSG00000254203","ENSG00000254203","IGHVII-33-1","IG_V_pseudogene","Human","14",106.367385
444,"ENSG00000253440","ENSG00000253440","IGHV3-33-2","IG_V_pseudogene","Human","14",106.369107
445,"ENSG00000253325","ENSG00000253325","IGHV7-34-1","IG_V_pseudogene","Human","14",106.3773
446,"ENSG00000253240","ENSG00000253240","IGHV3-36","IG_V_pseudogene","Human","14",106.392774
447,"ENSG00000253359","ENSG00000253359","IGHV3-37","IG_V_pseudogene","Human","14",106.396676
448,"ENSG00000253989","ENSG00000253989","IGHVIII-38-1","IG_V_pseudogene","Human","14",106.418018
449,"ENSG00000253467","ENSG00000253467","IGHV7-40","IG_V_pseudogene","Human","14",106.425359
450,"ENSG00000253294","ENSG00000253294","IGHVII-40-1","IG_V_pseudogene","Human","14",106.44095
451,"ENSG00000278473","ENSG00000278473","IGHV3-41","IG_V_pseudogene","Human","14",106.443133
452,"ENSG00000254228","ENSG00000254228","IGHV3-42","IG_V_pseudogene","Human","14",106.463256
453,"ENSG00000253465","ENSG00000253465","IGHVIV-44-1","IG_V_pseudogene","Human","14",106.489345
454,"ENSG00000253895","ENSG00000253895","IGHVII-44-2","IG_V_pseudogene","Human","14",106.494134
455,"ENSG00000253808","ENSG00000253808","IGHVII-46-1","IG_V_pseudogene","Human","14",106.515818
456,"ENSG00000229092","ENSG00000229092","IGHV3-47","IG_V_pseudogene","Human","14",106.518582
457,"ENSG00000253862","ENSG00000253862","IGHVIII-47-1","IG_V_pseudogene","Human","14",106.531141
458,"ENSG00000253386","ENSG00000253386","IGHVII-49-1","IG_V_pseudogene","Human","14",106.564375
459,"ENSG00000253241","ENSG00000253241","IGHV3-50","IG_V_pseudogene","Human","14",106.566117
460,"ENSG00000254167","ENSG00000254167","IGHVIII-51-1","IG_V_pseudogene","Human","14",106.583506
461,"ENSG00000253941","ENSG00000253941","IGHVII-51-2","IG_V_pseudogene","Human","14",106.584718
462,"ENSG00000253545","ENSG00000253545","IGHV3-52","IG_V_pseudogene","Human","14",106.586376
463,"ENSG00000253714","ENSG00000253714","IGHVII-53-1","IG_V_pseudogene","Human","14",106.59967
464,"ENSG00000275475","ENSG00000275475","IGHV3-54","IG_V_pseudogene","Human","14",106.601346
465,"ENSG00000254395","ENSG00000254395","IGHV4-55","IG_V_pseudogene","Human","14",106.606101
466,"ENSG00000253131","ENSG00000253131","IGHV7-56","IG_V_pseudogene","Human","14",106.609762
467,"ENSG00000253759","ENSG00000253759","IGHV3-57","IG_V_pseudogene","Human","14",106.618894
468,"ENSG00000253742","ENSG00000253742","IGHV3-60","IG_V_pseudogene","Human","14",106.631197
469,"ENSG00000254329","ENSG00000254329","IGHVII-60-1","IG_V_pseudogene","Human","14",106.637718
470,"ENSG00000253132","ENSG00000253132","IGHV3-62","IG_V_pseudogene","Human","14",106.643142
471,"ENSG00000253747","ENSG00000253747","IGHVII-62-1","IG_V_pseudogene","Human","14",106.650551
472,"ENSG00000253936","ENSG00000253936","IGHV3-63","IG_V_pseudogene","Human","14",106.652237
473,"ENSG00000253209","ENSG00000253209","IGHV3-65","IG_V_pseudogene","Human","14",106.666092
474,"ENSG00000253169","ENSG00000253169","IGHVII-65-1","IG_V_pseudogene","Human","14",106.671772
475,"ENSG00000253274","ENSG00000253274","IGHV1-67","IG_V_pseudogene","Human","14",106.680603
476,"ENSG00000253820","ENSG00000253820","IGHVII-67-1","IG_V_pseudogene","Human","14",106.686517
477,"ENSG00000254036","ENSG00000254036","IGHVIII-67-2","IG_V_pseudogene","Human","14",106.687113
478,"ENSG00000253635","ENSG00000253635","IGHVIII-67-3","IG_V_pseudogene","Human","14",106.692657
479,"ENSG00000254052","ENSG00000254052","IGHVIII-67-4","IG_V_pseudogene","Human","14",106.695102
480,"ENSG00000253703","ENSG00000253703","IGHV1-68","IG_V_pseudogene","Human","14",106.703846
481,"ENSG00000282600","ENSG00000282600","IGHV3-69-1","IG_V_pseudogene","Human","14",106.728163
482,"ENSG00000254056","ENSG00000254056","IGHV3-71","IG_V_pseudogene","Human","14",106.775157
483,"ENSG00000254134","ENSG00000254134","IGHVII-74-1","IG_V_pseudogene","Human","14",106.821174
484,"ENSG00000254176","ENSG00000254176","IGHV3-75","IG_V_pseudogene","Human","14",106.823687
485,"ENSG00000253247","ENSG00000253247","IGHV3-76","IG_V_pseudogene","Human","14",106.827869
486,"ENSG00000253310","ENSG00000253310","IGHVIII-76-1","IG_V_pseudogene","Human","14",106.831767
487,"ENSG00000211978","ENSG00000211978","IGHV5-78","IG_V_pseudogene","Human","14",106.851123
488,"ENSG00000253674","ENSG00000253674","IGHVII-78-1","IG_V_pseudogene","Human","14",106.865627
489,"ENSG00000275747","ENSG00000275747","IGHV3-79","IG_V_pseudogene","Human","14",106.86766
